color/violet/900	COLOR	#4c1d95
scale/0	FLOAT	0
scale/1	FLOAT	1
scale/2	FLOAT	2
scale/3	FLOAT	3
scale/4	FLOAT	4
scale/6	FLOAT	6
scale/8	FLOAT	8
scale/10	FLOAT	10
scale/12	FLOAT	12
scale/14	FLOAT	14
scale/16	FLOAT	16
scale/18	FLOAT	18
scale/20	FLOAT	20
scale/24	FLOAT	24
scale/28	FLOAT	28
scale/32	FLOAT	32
scale/36	FLOAT	36
scale/40	FLOAT	40
scale/44	FLOAT	44
scale/48	FLOAT	48
scale/56	FLOAT	56
scale/64	FLOAT	64
scale/72	FLOAT	72
scale/80	FLOAT	80
scale/96	FLOAT	96
scale/full	FLOAT	9999
color/slate/500/10	COLOR	rgba(100,116,139,0.1)
color/slate/500/20	COLOR	rgba(100,116,139,0.2)
color/slate/500/30	COLOR	rgba(100,116,139,0.3)
color/slate/500/50	COLOR	rgba(100,116,139,0.5)
color/slate/500/70	COLOR	rgba(100,116,139,0.7)
color/slate/500/90	COLOR	rgba(100,116,139,0.9)
color/cyan/500/0	COLOR	rgba(6,182,212,0)
color/cyan/500/10	COLOR	rgba(6,182,212,0.1)
color/cyan/500/20	COLOR	rgba(6,182,212,0.2)
color/cyan/500/30	COLOR	rgba(6,182,212,0.3)
color/cyan/500/50	COLOR	rgba(6,182,212,0.5)
color/cyan/500/70	COLOR	rgba(6,182,212,0.7)
color/cyan/500/90	COLOR	rgba(6,182,212,0.9)
color/red/500/10	COLOR	rgba(239,68,68,0.1)
color/red/500/20	COLOR	rgba(239,68,68,0.2)
color/red/500/30	COLOR	rgba(239,68,68,0.3)
color/red/500/50	COLOR	rgba(239,68,68,0.5)
color/red/500/70	COLOR	rgba(239,68,68,0.7)
color/red/500/90	COLOR	rgba(239,68,68,0.9)
color/teal/950	COLOR	#042f2e
color/orange/950	COLOR	#431407
color/blue/950	COLOR	#172554
color/indigo/950	COLOR	#1e1b4b
color/sky/950	COLOR	#082f49
color/violet/950	COLOR	#2e1065
color/teal/500	COLOR	#14b8a6
color/indigo/500	COLOR	#6366f1
color/blue/500	COLOR	#3b82f6
color/sky/500	COLOR	#0ea5e9
color/violet/500	COLOR	#8b5cf6
color/emerald/500/10	COLOR	rgba(16,185,129,0.1)
color/emerald/500/20	COLOR	rgba(16,185,129,0.2)
color/emerald/500/30	COLOR	rgba(16,185,129,0.3)
color/emerald/500/50	COLOR	rgba(16,185,129,0.5)
color/emerald/500/70	COLOR	rgba(16,185,129,0.7)
color/emerald/500/90	COLOR	rgba(16,185,129,0.9)
color/amber/500/10	COLOR	rgba(245,158,11,0.1)
color/amber/500/20	COLOR	rgba(245,158,11,0.2)
color/amber/500/30	COLOR	rgba(245,158,11,0.3)
color/amber/500/50	COLOR	rgba(245,158,11,0.5)
color/amber/500/70	COLOR	rgba(245,158,11,0.7)
color/amber/500/90	COLOR	rgba(245,158,11,0.9)
color/rose/500/0	COLOR	rgba(244,63,94,0)
color/rose/500/10	COLOR	rgba(244,63,94,0.1)
color/rose/500/20	COLOR	rgba(244,63,94,0.2)
color/rose/500/30	COLOR	rgba(244,63,94,0.3)
color/rose/500/50	COLOR	rgba(244,63,94,0.5)
color/rose/500/70	COLOR	rgba(244,63,94,0.7)
color/rose/500/90	COLOR	rgba(244,63,94,0.9)
color/pink/500/10	COLOR	rgba(236,72,153,0.1)
color/pink/500/20	COLOR	rgba(236,72,153,0.2)
color/pink/500/30	COLOR	rgba(236,72,153,0.3)
color/pink/500/50	COLOR	rgba(236,72,153,0.5)
color/pink/500/70	COLOR	rgba(236,72,153,0.7)
color/pink/500/90	COLOR	rgba(236,72,153,0.9)
color/yellow/500/10	COLOR	rgba(234,179,8,0.1)
color/yellow/500/20	COLOR	rgba(234,179,8,0.2)
color/yellow/500/30	COLOR	rgba(234,179,8,0.3)
color/yellow/500/50	COLOR	rgba(234,179,8,0.5)
color/yellow/500/70	COLOR	rgba(234,179,8,0.7)
color/yellow/500/90	COLOR	rgba(234,179,8,0.9)
color/lime/500/10	COLOR	rgba(132,204,22,0.1)
color/lime/500/20	COLOR	rgba(132,204,22,0.2)
color/lime/500/30	COLOR	rgba(132,204,22,0.3)
color/lime/500/50	COLOR	rgba(132,204,22,0.5)
color/lime/500/70	COLOR	rgba(132,204,22,0.7)
color/lime/500/90	COLOR	rgba(132,204,22,0.9)
color/green/500/10	COLOR	rgba(34,197,94,0.1)
color/green/500/20	COLOR	rgba(34,197,94,0.2)
color/green/500/30	COLOR	rgba(34,197,94,0.3)
color/green/500/50	COLOR	rgba(34,197,94,0.5)
color/green/500/70	COLOR	rgba(34,197,94,0.7)
color/green/500/90	COLOR	rgba(34,197,94,0.9)
color/purple/500/10	COLOR	rgba(168,85,247,0.1)
color/purple/500/20	COLOR	rgba(168,85,247,0.2)
color/purple/500/30	COLOR	rgba(168,85,247,0.3)
color/purple/500/50	COLOR	rgba(168,85,247,0.5)
color/purple/500/70	COLOR	rgba(168,85,247,0.7)
color/purple/500/90	COLOR	rgba(168,85,247,0.9)
color/gray/500/10	COLOR	rgba(107,114,128,0.1)
color/gray/500/20	COLOR	rgba(107,114,128,0.2)
color/gray/500/30	COLOR	rgba(107,114,128,0.3)
color/gray/500/50	COLOR	rgba(107,114,128,0.5)
color/gray/500/70	COLOR	rgba(107,114,128,0.7)
color/gray/500/90	COLOR	rgba(107,114,128,0.9)
color/teal/500/10	COLOR	rgba(20,184,166,0.1)
color/teal/500/20	COLOR	rgba(20,184,166,0.2)
color/teal/500/30	COLOR	rgba(20,184,166,0.3)
color/teal/500/50	COLOR	rgba(20,184,166,0.5)
color/teal/500/70	COLOR	rgba(20,184,166,0.7)
color/teal/500/90	COLOR	rgba(20,184,166,0.9)
color/orange/500/10	COLOR	rgba(249,115,22,0.1)
color/orange/500/20	COLOR	rgba(249,115,22,0.2)
color/orange/500/30	COLOR	rgba(249,115,22,0.3)
color/orange/500/50	COLOR	rgba(249,115,22,0.5)
color/orange/500/70	COLOR	rgba(249,115,22,0.7)
color/orange/500/90	COLOR	rgba(249,115,22,0.9)
color/indigo/500/10	COLOR	rgba(99,102,241,0.1)
color/indigo/500/20	COLOR	rgba(99,102,241,0.2)
color/indigo/500/30	COLOR	rgba(99,102,241,0.3)
color/indigo/500/50	COLOR	rgba(99,102,241,0.5)
color/indigo/500/70	COLOR	rgba(99,102,241,0.7)
color/indigo/500/90	COLOR	rgba(99,102,241,0.9)
color/blue/500/10	COLOR	rgba(59,130,246,0.1)
color/blue/500/20	COLOR	rgba(59,130,246,0.2)
color/blue/500/30	COLOR	rgba(59,130,246,0.3)
color/blue/500/50	COLOR	rgba(59,130,246,0.5)
color/blue/500/70	COLOR	rgba(59,130,246,0.7)
color/blue/500/90	COLOR	rgba(59,130,246,0.9)
color/sky/500/10	COLOR	rgba(14,165,233,0.1)
color/sky/500/20	COLOR	rgba(14,165,233,0.2)
color/sky/500/30	COLOR	rgba(14,165,233,0.3)
color/sky/500/50	COLOR	rgba(14,165,233,0.5)
color/sky/500/70	COLOR	rgba(14,165,233,0.7)
color/sky/500/90	COLOR	rgba(14,165,233,0.9)
color/violet/500/10	COLOR	rgba(139,92,246,0.1)
color/violet/500/20	COLOR	rgba(139,92,246,0.2)
color/violet/500/30	COLOR	rgba(139,92,246,0.3)
color/violet/500/50	COLOR	rgba(139,92,246,0.5)
color/violet/500/70	COLOR	rgba(139,92,246,0.7)
color/black/1	COLOR	rgba(0,0,0,0.01)
color/violet/500/90	COLOR	rgba(139,92,246,0.9)
color/black/10	COLOR	rgba(0,0,0,0.1)
color/black/20	COLOR	rgba(0,0,0,0.2)
color/black/30	COLOR	rgba(0,0,0,0.3)
color/black/40	COLOR	rgba(0,0,0,0.4)
color/black/50	COLOR	rgba(0,0,0,0.5)
color/black/70	COLOR	rgba(0,0,0,0.7)
color/black/90	COLOR	rgba(0,0,0,0.9)
color/white/40	COLOR	rgba(255,255,255,0.4)
duration/100	FLOAT	100
duration/150	FLOAT	150
duration/200	FLOAT	200
duration/300	FLOAT	300
duration/1000	FLOAT	1000
curve/standard	STRING	cubic-bezier(0.4, 0, 0.2, 1)
curve/expo-out	STRING	cubic-bezier(0.16, 1, 0.3, 1)
curve/accelerate	STRING	cubic-bezier(0.4, 0, 1, 1)
curve/linear	STRING	linear
color/slate/900/10	COLOR	rgba(15,23,42,0.1)
color/slate/900/20	COLOR	rgba(15,23,42,0.2)
color/slate/850	COLOR	#162032
color/slate/750	COLOR	#283548
color/slate/650	COLOR	#3d4b5f
